STATION,NAME,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USC00422389,"EDEN, UT US",2024,,611,611,,,,,1,167,19,153,41,-3,,,,100,29,27,21,17,12,29,28,22,18,10,6738,6738,,,48.5,61.6,35.4,,,,
USC00422389,"EDEN, UT US",2025,,549,549,,,,,2,142,18,151,42,-6,,,,97,32,26,20,20,14,31,23,23,20,16,6485,6485,,,50,63.8,36.2,,,,
US1UTSL0117,"MURRAY 1.8 SE, UT US",2022,,,,73,33,,,,,,,,,,,0.95,,,,,,,,,,,,,,12.2,,,,,,,,
US1UTSL0117,"MURRAY 1.8 SE, UT US",2023,,,,117,51,,,,,,,,,,,0.94,,,,,,,,,,,,,,20.67,,,,,,,,
US1UTSL0117,"MURRAY 1.8 SE, UT US",2024,,,,99,51,,,,,,,,,,,1.12,,,,,,,,,,,,,,17.43,,,,,,,,
US1UTSL0117,"MURRAY 1.8 SE, UT US",2025,,,,73,38,,,,,,,,,,,0.85,,,,,,,,,,,,,,13.2,,,,,,,,
USC00425892,"MOUNTAIN DELL DAM, UT US",2022,,552,552,101,66,103,,9,194,24,153,56,-9,15,,1.6,98,31,28,24,19,12,31,28,24,15,15,6782,6782,25.49,,46.6,62,31.2,,,,
USC00425892,"MOUNTAIN DELL DAM, UT US",2023,,393,393,138,71,120,,6,177,28,153,28,-17,30,,1.13,97,27,27,19,19,14,32,27,24,19,4,7423,7423,29.56,,46.6,60.4,32.7,,,,
USC00425892,"MOUNTAIN DELL DAM, UT US",2024,,506,506,120,68,90,25,2,171,13,161,45,0,12,7,1.28,99,32,26,24,17,15,32,26,22,18,12,6459,6459,25.62,77.1,48.8,63.5,34.1,,,,
USC00425892,"MOUNTAIN DELL DAM, UT US",2025,,373,373,104,51,69,,6,165,14,161,47,-7,8,,1.95,96,29,22,22,18,12,32,28,20,20,4,6348,6348,21.97,,49.4,64.9,33.9,,,,
USC00420086,"ALTON, UT US",2022,,348,348,49,37,86,12,4,194,19,147,17,-1,24,10,1.43,96,30,25,22,19,11,32,26,19,19,11,6313,6313,17.92,53,47.2,61.8,32.6,,,,
USC00420086,"ALTON, UT US",2023,,257,257,73,56,110,24,2,185,28,134,17,-1,56,13,1.79,97,30,25,19,19,14,30,25,24,18,11,7639,7639,24.87,124.2,45.6,59.5,31.7,,,,
USC00420086,"ALTON, UT US",2024,,467,467,56,41,44,16,0,189,10,156,34,7,22,13,1.08,99,27,27,20,20,14,30,28,20,20,14,6431,6431,15.25,52.4,49.3,64.2,34.3,,,,
USC00420086,"ALTON, UT US",2025,,337,337,55,39,19,11,0,161,4,149,31,2,20,14,1.58,95,30,27,23,19,16,31,27,19,19,15,6024,6024,16.54,45.2,49.8,65.3,34.4,,,,
USC00426644,"PARK CITY, UT US",2022,,318,318,,,,,6,188,66,106,2,-6,,,,90,32,25,22,20,12,29,23,23,18,13,,,,,43.4,54.4,32.4,,,,
USC00426644,"PARK CITY, UT US",2023,,181,181,,,,,6,180,64,102,1,-12,,,,91,31,27,15,15,15,32,28,24,20,11,8605,8605,,,42.8,53.5,32.2,,,,
USC00426644,"PARK CITY, UT US",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00426644,"PARK CITY, UT US",2025,,,,,,,24,,,,,,,,8,,,,,,,,,,,,,7377,7377,,72.6,,,,,,,
USC00426405,"OGDEN NE BENCH, UT US",2022,,1312,1312,84,47,36,17,0,147,21,153,68,6,12,6,1.38,103,30,28,21,20,10,32,26,16,16,16,5760,5760,17.94,54.2,51.8,62.9,40.7,,,,
USC00426405,"OGDEN NE BENCH, UT US",2023,,981,981,123,71,91,37,2,149,18,159,35,-1,18,11.2,1.17,100,30,28,24,20,16,32,28,20,20,16,6140,6140,28.2,132.5,51.5,61.6,41.3,,,,
USC00426405,"OGDEN NE BENCH, UT US",2024,,1239,1239,106,63,33,17,0,123,5,157,55,9,16,7.2,1.33,102,31,27,24,,,32,24,24,20,9,5413,5413,24.21,58.1,53.8,64.4,43.2,,,,
USC00426405,"OGDEN NE BENCH, UT US",2025,,1203,1203,74,42,29,13,0,96,8,160,54,9,9,8.2,1.09,98,27,27,22,19,,31,28,23,16,16,5178,5178,19.52,43.8,54.9,65.5,44.2,,,,
USC00426405,"OGDEN NE BENCH, UT US",2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR0000AQUA,"AQUA CANYON BRYCE CANYON NP., UT US",2022,,215,215,,,,,1,177,28,95,0,-1,,,,88,28,28,17,17,14,31,26,23,11,11,6901,6901,,,45.4,55.8,35,,,,
USR0000AQUA,"AQUA CANYON BRYCE CANYON NP., UT US",2023,,218,218,,,,,1,168,52,71,1,0,,,,90,28,28,16,16,16,29,27,24,20,16,8135,8135,,,43.7,53.3,34.2,,,,
USR0000AQUA,"AQUA CANYON BRYCE CANYON NP., UT US",2024,,290,290,,,,,0,171,31,118,0,4,,,,88,23,23,23,20,16,30,28,24,18,14,7146,7146,,,46.7,56.7,36.8,,,,
USR0000AQUA,"AQUA CANYON BRYCE CANYON NP., UT US",2025,,263,263,,,,,0,134,27,104,0,1,,,,86,31,26,24,16,16,26,26,24,17,8,6657,6657,,,47.3,57.3,37.2,,,,
USC00424508,"KANAB, UT US",2022,,1350,1350,35,30,2,7,0,129,0,205,86,8,1,5,1.2,103,28,28,24,18,8,30,28,21,17,15,4073,4073,10.07,19.5,56.7,72.3,41,,,,
USC00424508,"KANAB, UT US",2023,,1030,1030,74,51,10,13,0,115,1,195,55,1,4,6.5,1,105,30,25,24,17,16,28,28,19,19,1,4599,4599,17.93,30.4,55.6,69.9,41.2,,,,
USC00424508,"KANAB, UT US",2024,,1539,1539,46,24,3,5,0,117,0,197,108,4,1,2.5,0.66,106,27,27,17,17,14,30,25,24,20,14,4025,4025,8.62,8.5,57.9,73.3,42.5,,,,
USC00424508,"KANAB, UT US",2025,,1266,1266,46,30,0,3,0,98,0,215,84,11,0,3,0.82,104,32,27,23,,,29,23,23,17,14,3975,3975,9.37,5,58.4,74,42.7,,,,
USS0012M03S,"WEBSTER FLAT, UT US",2022,,42,42,73,73,174,,1,180,22,63,0,0,46,,1.5,83,27,27,19,19,16,32,27,24,11,11,7507,7507,26.37,,43.7,54.4,32.9,,,,
USS0012M03S,"WEBSTER FLAT, UT US",2023,,,,94,94,184,,,,,,,,96,,2.1,,,,,,,,,,,,,,42.48,,,,,,,,
USS0012M03S,"WEBSTER FLAT, UT US",2024,,44,44,91,91,184,,0,173,20,97,0,1,55,,2,83,30,24,21,18,16,30,25,20,20,16,7569,7569,27.16,,45,55.4,34.7,,,,
USS0012M03S,"WEBSTER FLAT, UT US",2025,,28,28,76,76,153,,0,139,19,69,0,3,38,,2.9,83,31,22,22,17,14,28,28,18,18,11,7213,7213,30.57,,45.4,55.8,35.1,,,,
USS0011J08S,"STRAWBERRY DIVIDE, UT US",2022,,111,111,91,91,193,,4,204,77,95,0,-2,50,,1.6,86,26,26,20,20,16,31,27,24,15,15,8505,8505,26.85,,41.2,51.6,30.7,,,,
USS0011J08S,"STRAWBERRY DIVIDE, UT US",2023,,47,47,102,102,201,,3,189,85,67,0,-5,100,,1.5,86,31,27,16,16,16,30,27,22,17,16,9240,9240,33.78,,40.1,50.1,30,,,,
USS0011J08S,"STRAWBERRY DIVIDE, UT US",2024,,138,138,115,115,203,,1,199,67,101,0,0,62,,1.7,89,29,24,24,18,13,26,26,23,16,8,8670,8670,33.63,,42,52.7,31.3,,,,
USS0011J08S,"STRAWBERRY DIVIDE, UT US",2025,,52,52,84,84,157,,5,163,60,85,0,-2,53,,1.1,86,29,27,22,20,14,29,27,12,12,12,8211,8211,23.56,,43,52.6,33.4,,,,
USR0000JOES,"JOES VALLEY UTAH, UT US",2022,,232,232,,,,,1,190,59,85,0,0,,,,85,27,27,19,19,16,32,23,23,20,10,7991,7991,,,43.2,51.7,34.6,,,,
USR0000JOES,"JOES VALLEY UTAH, UT US",2023,,138,138,,,,,0,175,57,62,0,2,,,,86,32,27,23,17,15,31,26,22,18,16,8563,8563,,,42.5,51,34,,,,
USR0000JOES,"JOES VALLEY UTAH, UT US",2024,,191,191,,,,,0,181,61,92,0,5,,,,86,27,27,23,20,14,28,28,17,17,16,7807,7807,,,44.1,52.3,35.9,,,,
USR0000JOES,"JOES VALLEY UTAH, UT US",2025,,201,201,,,,,0,137,39,86,0,1,,,,85,32,28,24,17,14,26,26,15,15,15,7211,7211,,,45.6,53.9,37.5,,,,
USC00427064,"PROVO BYU, UT US",2022,,1459,1459,82,38,43,16,0,135,15,179,84,7,8,3.9,0.86,104,27,27,20,20,16,29,28,15,15,15,4933,4933,12.77,38.9,54.5,67.5,41.5,,,,
USC00427064,"PROVO BYU, UT US",2023,,,,107,50,45,18,,,7,182,60,,9,9.1,0.9,105,,,,,,,,,,,5411,5411,19.06,48.9,,66.3,,,,,
USC00427064,"PROVO BYU, UT US",2024,,1428,1428,,,21,7,0,89,2,178,84,15,5,2.8,,105,29,23,23,20,,30,28,21,15,15,,,16.34,17.8,56.6,69.2,44.1,,,,
USC00427064,"PROVO BYU, UT US",2025,,1481,1481,70,36,14,6,0,77,2,184,84,9,3,3.1,1.21,102,29,28,19,19,,31,28,23,16,16,4440,4440,13.15,14.7,57.6,70.3,45,,,,
USS0009M02S,"CAMP JACKSON, UT US",2022,,72,72,66,66,163,,0,166,26,75,0,5,30,,1.4,83,24,24,24,17,13,32,26,23,14,14,,,22.39,,44.3,53.7,34.9,,,,
USS0009M02S,"CAMP JACKSON, UT US",2023,,69,69,79,79,174,,0,165,43,63,0,2,87,,2.5,85,31,21,21,20,13,32,27,22,9,9,8318,8318,36.07,,43.4,52.8,33.9,,,,
USS0009M02S,"CAMP JACKSON, UT US",2024,,25,25,79,79,176,,0,165,19,84,0,1,49,,1.5,83,32,27,24,19,14,24,24,24,17,13,7261,7261,27.66,,45.3,54.6,36.1,,,,
USS0009M02S,"CAMP JACKSON, UT US",2025,,60,60,70,70,142,,0,127,17,84,0,3,23,,2.1,83,30,28,24,20,16,31,26,23,16,13,7154,7154,23.58,,46.1,55.6,36.5,,,,
USS0010M01S,"LONESOME BEAVER, UT US",2022,,,,59,59,182,,,,,,,,26,,1.9,,,,,,,,,,,,7709,7709,18.48,,,,,,,,
USS0010M01S,"LONESOME BEAVER, UT US",2023,,81,81,79,79,174,,0,155,59,41,0,4,52,,1.2,83,29,28,20,18,13,31,28,18,18,11,,,24.27,,42.5,49.2,35.8,,,,
USS0010M01S,"LONESOME BEAVER, UT US",2024,,87,87,71,71,156,,0,153,41,60,0,6,35,,2.6,81,31,24,24,19,14,29,27,20,20,16,7675,7675,21.84,,44.7,51.5,38,,,,
USS0010M01S,"LONESOME BEAVER, UT US",2025,,104,104,66,66,82,,0,119,33,67,0,4,9,,1.2,80,28,26,20,20,15,29,28,16,16,12,7269,7269,17.87,,45.6,52.4,38.8,,,,
USS0011J64S,"LOOKOUT PEAK, UT US",2022,,99,99,93,93,217,,10,201,77,83,0,-6,64,,3,87,24,24,24,18,11,32,25,22,19,11,8769,8769,40.56,,40.3,49.9,30.8,,,,
USS0011J64S,"LOOKOUT PEAK, UT US",2023,,62,62,120,120,227,,4,184,88,52,0,-9,164,,4.5,84,31,26,14,14,14,31,27,21,19,13,9423,9423,58.06,,39.9,49,30.8,,,,
USS0011J64S,"LOOKOUT PEAK, UT US",2024,,115,115,109,109,219,,0,190,74,83,0,2,92,,2.2,85,29,26,22,19,16,24,24,24,20,14,8664,8664,46.66,,42.1,50.9,33.3,,,,
USS0011J64S,"LOOKOUT PEAK, UT US",2025,,64,64,89,89,203,,4,157,67,71,0,-4,90,,2.9,83,31,25,18,18,15,31,26,16,16,15,8399,8399,38.57,,42.5,50.3,34.8,,,,
USC00427846,"SILVER LAKE BRIGHTON, UT US",2022,,24,24,107,67,208,60,15,223,86,73,0,-10,64,18,2.04,82,31,20,20,20,16,32,27,21,15,15,,,32.12,296.6,37.6,48.4,26.7,,,,
USC00427846,"SILVER LAKE BRIGHTON, UT US",2023,,15,15,146,84,216,76,22,208,102,51,0,-12,146,20.1,1.84,81,31,26,20,20,10,32,28,20,20,15,10559,10559,46.05,441.3,36.6,46.9,26.4,,,,
USC00427846,"SILVER LAKE BRIGHTON, UT US",2024,,25,25,145,94,212,79,5,212,89,73,0,-3,90,13.5,1.35,82,29,26,24,16,16,23,23,23,13,13,9685,9685,40.63,366,39.2,49.2,29.1,,,,
USC00427846,"SILVER LAKE BRIGHTON, UT US",2025,,21,21,117,73,173,52,11,201,64,77,0,-14,85,15.1,2.5,84,30,24,24,11,11,30,25,24,8,8,9289,9289,35.01,258.7,40.2,50.4,29.9,,,,
USS0011J52S,"PARLEY S SUMMIT, UT US",2022,,300,300,104,104,197,,3,195,72,100,0,-7,51,,2,89,27,27,20,19,15,30,24,24,18,12,8105,8105,33.14,,42.8,52.4,33.2,,,,
USS0011J52S,"PARLEY S SUMMIT, UT US",2023,,169,169,110,110,198,,2,174,71,74,0,-7,114,,1.9,87,32,18,18,18,13,29,27,24,18,16,8692,8692,40.67,,42.3,51.5,33.1,,,,
USS0011J52S,"PARLEY S SUMMIT, UT US",2024,,277,277,105,105,195,,0,184,54,106,1,5,58,,1.5,90,32,28,22,20,14,28,28,21,19,14,7867,7867,36.06,,44.7,54.1,35.3,,,,
USS0011J52S,"PARLEY S SUMMIT, UT US",2025,,267,267,87,87,148,,2,152,49,99,0,-3,62,,1.6,87,31,23,23,17,14,27,27,16,16,15,7570,7570,27.86,,45.5,54.8,36.2,,,,
US1UTWB0001,"WEST HAVEN 2.0 SW, UT US",2022,,,,73,32,,11,,,,,,,,5.5,1.27,,,,,,,,,,,,,,12.04,35,,,,,,,
US1UTWB0001,"WEST HAVEN 2.0 SW, UT US",2023,,,,114,60,,22,,,,,,,,6.5,0.94,,,,,,,,,,,,,,19.71,59.1,,,,,,,
US1UTWB0001,"WEST HAVEN 2.0 SW, UT US",2024,,,,88,50,,12,,,,,,,,6,0.81,,,,,,,,,,,,,,18.13,34.5,,,,,,,
US1UTWB0001,"WEST HAVEN 2.0 SW, UT US",2025,,,,65,32,,9,,,,,,,,3,1.28,,,,,,,,,,,,,,13.33,17.5,,,,,,,
USW00093129,"CEDAR CITY AIRPORT, UT US",2022,8.1,880,880,57,27,,,3,169,18,174,44,-1,,,0.63,99,32,22,22,18,15,29,27,21,16,12,5672,5672,7.8,,50.8,65.2,36.5,190,190,51,72
USW00093129,"CEDAR CITY AIRPORT, UT US",2023,8.1,645,645,80,31,,,2,162,15,168,38,-4,,,0.67,102,31,27,21,13,13,29,27,14,14,14,6335,6335,10.75,,50.2,64.3,36.2,180,190,47,63.1
USW00093129,"CEDAR CITY AIRPORT, UT US",2024,8.3,1100,1100,66,25,,,0,153,6,174,78,0,,,0.94,103,32,27,19,19,13,32,26,22,14,14,5459,5459,8.08,,53.4,67.9,38.9,190,210,48.1,65.1
USW00093129,"CEDAR CITY AIRPORT, UT US",2025,,774,774,59,29,,,0,137,1,175,52,0,,,1.18,98,32,28,24,17,13,28,26,23,17,15,5194,5194,10.5,,53.3,68,38.6,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2022,,1555,1555,95,52,50,25,0,128,20,161,68,7,16,8,0.87,101,31,25,23,20,13,31,24,24,19,15,5393,5393,20.96,63.8,53.6,63.9,43.4,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2023,,1112,1112,108,63,95,28,0,116,25,162,40,1,20,15,1.51,100,32,28,22,19,16,32,23,23,20,14,5530,5530,27.22,114.4,53.6,63.5,43.7,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2024,,1296,1296,87,52,38,15,0,107,6,168,59,12,9,6,1.06,101,32,25,22,20,15,28,28,22,20,12,5119,5119,22.02,45.9,54.5,65.6,43.4,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2025,,1433,1433,71,35,51,14,0,85,14,172,66,8,11,11,1.79,99,31,21,21,19,,32,28,23,15,15,5023,5023,19.59,56.9,56.1,66.8,45.4,,,,
USS0013M07S,"GARDNER PEAK, UT US",2022,,191,191,52,52,168,,0,151,23,94,0,4,41,,2.2,85,29,22,22,19,15,30,23,23,16,16,6653,6653,19.27,,46.5,55.8,37.3,,,,
USS0013M07S,"GARDNER PEAK, UT US",2023,,159,159,92,92,171,,0,143,27,58,0,4,65,,2.1,87,31,20,20,18,13,32,23,23,19,13,7545,7545,34.85,,45.3,54,36.6,,,,
USS0013M07S,"GARDNER PEAK, UT US",2024,,289,289,77,77,184,,0,144,15,108,0,9,42,,1.4,88,32,27,24,19,16,31,24,24,18,16,6723,6723,20.55,,48.2,57.2,39.1,,,,
USS0013M07S,"GARDNER PEAK, UT US",2025,,210,210,55,55,136,,0,105,13,86,0,9,19,,3.3,86,29,26,21,20,,32,23,23,16,15,6251,6251,23.78,,48.6,57.3,40,,,,
USC00420788,"BLUFF, UT US",2022,,1620,1620,47,25,0,3,0,141,0,202,97,5,0,4.5,0.62,105,27,27,22,18,16,29,26,24,17,16,4742,4742,8.04,8.1,55.9,71.6,40.1,,,,
USC00420788,"BLUFF, UT US",2023,,1340,1340,48,24,3,3,0,138,0,199,78,2,2,3.4,0.63,105,30,18,18,18,16,27,27,22,11,11,4926,4926,6.56,8,55.5,70.7,40.2,,,,
USC00420788,"BLUFF, UT US",2024,,1630,1630,44,19,1,2,0,123,1,199,101,8,1,1.4,1.08,104,29,28,23,20,16,31,27,23,17,15,4453,4453,6.19,3.2,57.2,72.6,41.8,,,,
USC00420788,"BLUFF, UT US",2025,,1594,1594,39,19,0,0,1,126,1,191,96,0,0,0.4,0.84,104,29,28,24,20,15,29,25,23,10,10,4611,4611,6.82,0.4,57.6,73.3,41.9,,,,
USC00429595,"WOODRUFF, UT US",2022,,229,229,48,35,,10,54,237,57,132,16,-25,,10,1.14,95,27,27,24,16,16,31,28,22,17,15,8585,8585,9.81,36.9,40.2,57.1,23.2,,,,
USC00429595,"WOODRUFF, UT US",2023,,131,131,53,36,116,13,46,219,69,138,11,-28,34,15,0.95,95,22,22,22,19,10,30,27,23,20,13,9588,9588,11.1,53.2,39.8,54.9,24.7,,,,
USC00429595,"WOODRUFF, UT US",2024,,,,44,30,100,16,,,,,,,11,6,0.75,,,,,,,,,,,,,,8.69,38.4,,,,,,,
USC00429595,"WOODRUFF, UT US",2025,,63,63,50,28,48,7,28,209,35,143,13,-23,6,6.5,0.7,96,29,28,19,19,15,30,25,24,19,16,8005,8005,9.34,20.2,43.8,60.1,27.5,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2022,,43,43,80,80,208,,33,244,88,94,1,-13,52,,1.6,90,27,27,24,20,15,28,28,23,19,15,9796,9796,25.87,,37.3,50.8,23.8,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2023,,,,118,118,220,,,,,,,,101,,1.2,,,,,,,,,,,,,,34.64,,,,,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2024,,37,37,99,99,204,,14,229,65,92,0,-9,74,,1,89,29,28,22,20,15,29,22,22,13,13,9521,9521,28.05,,39.2,52.2,26.1,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2025,,13,13,89,89,198,,18,216,63,90,0,-15,69,,1,87,30,27,23,14,14,27,27,23,11,11,9455,9455,29.66,,40,52.1,27.8,,,,
USS0011J65S,"MILL D NORTH, UT US",2022,,151,151,114,114,211,,6,199,77,74,0,-5,65,,1.9,87,22,22,22,16,16,30,24,24,20,16,8818,8818,38.36,,40.7,49.4,32,,,,
USS0011J65S,"MILL D NORTH, UT US",2023,,72,72,126,126,228,,6,180,86,42,0,-9,155,,1.4,81,30,25,-1,-1,-1,31,25,18,18,13,9380,9380,53.88,,39.8,48.3,31.3,,,,
USS0011J65S,"MILL D NORTH, UT US",2024,,138,138,129,129,217,,0,188,74,72,0,2,87,,1.3,83,32,28,24,17,16,24,24,23,17,15,8743,8743,43.73,,42,50.3,33.9,,,,
USS0011J65S,"MILL D NORTH, UT US",2025,,97,97,118,118,170,,5,166,69,70,0,-8,85,,1.1,83,31,27,23,16,13,29,22,22,15,15,8411,8411,31.64,,42.3,49.8,34.7,,,,
USC00426640,"PARIA RANGER STATION, UT US",2022,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,0,,,,,,,
USC00426640,"PARIA RANGER STATION, UT US",2024,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
USC00426640,"PARIA RANGER STATION, UT US",2025,,,,,,0,0,,,,,,,0,0.1,,,,,,,,,,,,,,,,0.2,,,,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2022,,820,820,,,,,0,163,5,161,41,1,,,,99,30,27,24,16,16,29,28,21,20,16,5844,5844,,,50.5,64.6,36.4,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2023,,595,595,,,,,1,160,10,164,34,0,,,,100,28,28,21,10,10,31,28,20,20,15,6524,6524,,,49.5,63.6,35.4,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2024,,907,907,,,,,3,168,4,170,49,-5,,,,99,32,26,24,19,14,31,26,16,16,16,5754,5754,,,51.8,65.8,37.9,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2025,,737,737,,,,,2,150,3,164,44,-4,,,,97,29,27,15,15,15,26,26,24,14,14,5638,5638,,,52.1,66.8,37.5,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2022,,,,94,47,,,,,,,,,,,1.28,,,,,,,,,,,,,,20.52,,,,,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2023,,,,126,61,,,,,,,,,,,1.18,,,,,,,,,,,,,,26.83,,,,,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2025,,,,88,39,,,,,,,,,,,1.13,,,,,,,,,,,,,,19.02,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2022,,,,80,30,,,,,,,,,,,0.92,,,,,,,,,,,,,,10.44,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2023,,,,126,55,,,,,,,,,,,0.98,,,,,,,,,,,,,,18.57,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2024,,,,103,50,,,,,,,,,,,0.96,,,,,,,,,,,,,,17.4,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2025,,,,84,36,,,,,,,,,,,1.18,,,,,,,,,,,,,,13.56,,,,,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2022,,221,221,,,,,3,191,27,120,0,-5,,,,89,30,22,22,18,15,28,28,23,11,11,7011,7011,,,45.2,58.1,32.4,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2023,,160,160,,,,,3,180,35,91,3,-5,,,,93,30,28,24,20,15,30,27,24,17,7,8157,8157,,,43.7,56.1,31.3,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2024,,253,253,,,,,0,188,15,132,4,1,,,,92,26,26,23,18,16,32,26,21,20,14,7091,7091,,,46.8,59.5,34.1,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2025,,195,195,,,,,3,159,14,121,2,-2,,,,91,29,28,23,19,11,28,28,23,17,16,6698,6698,,,47.4,60.3,34.6,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2022,,92,92,83,83,184,,5,196,59,84,0,-2,42,,1.3,86,27,27,19,19,15,31,26,23,17,7,8468,8468,21.56,,41.4,51.9,30.8,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2023,,34,34,91,91,180,,5,183,61,59,0,-7,71,,1.4,84,29,18,18,18,12,29,25,22,15,15,9110,9110,27.06,,40.8,50.8,30.8,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2024,,64,64,98,98,201,,0,195,44,93,0,4,57,,1.4,84,31,25,18,18,15,27,27,22,17,15,8254,8254,27.76,,42.7,52.8,32.6,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2025,,42,42,75,75,168,,2,168,41,83,0,-4,43,,1.6,84,31,28,23,18,15,30,27,24,12,12,8052,8052,19.36,,43.7,54,33.4,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2022,,,,78,38,,,,,,,,,,,1.1,,,,,,,,,,,,,,13.47,,,,,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2023,,,,118,67,,,,,,,,,,,1.98,,,,,,,,,,,,,,22.84,,,,,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2025,,,,72,29,,,,,,,,,,,1.35,,,,,,,,,,,,,,10.99,,,,,,,,
USS0011K39S,"PICKLE KEG, UT US",2022,,,,84,84,192,,,,,,,,40,,1.2,,,,,,,,,,,,,,26.06,,,,,,,,
USS0011K39S,"PICKLE KEG, UT US",2023,,59,59,99,99,189,,4,174,69,50,0,-5,78,,1.4,83,29,27,24,14,14,31,24,24,14,14,9124,9124,31.15,,40.9,49.7,32.1,,,,
USS0011K39S,"PICKLE KEG, UT US",2024,,87,87,105,105,203,,0,187,51,86,0,1,51,,2.7,82,31,23,23,19,16,28,26,16,16,15,8229,8229,34.55,,43.1,52,34.1,,,,
USS0011K39S,"PICKLE KEG, UT US",2025,,66,66,74,74,162,,2,156,47,76,0,-4,58,,1.2,82,29,27,24,18,10,29,24,14,14,14,7861,7861,20.63,,43.8,52.8,34.8,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2022,,,,116,57,205,54,,,,,,,48,12,1.18,,,,,,,,,,,,,,26.33,231.5,,,,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2023,,,,147,85,212,66,,,,,,,102,18,1.88,,,,,,,,,,,,,,35.93,298.8,,,,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2025,,,,110,55,170,43,,,,,,,46,11,1.12,,,,,,,,,,,,,,20.87,167.2,,,,,,,
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2022,7.4,962,962,50,23,,,1,164,20,160,55,-1,,,0.64,98,32,26,21,18,15,32,19,19,19,14,6197,6197,6.4,,50,63.1,37,60,240,40,65.1
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2023,6.5,,,72,37,,,,,,,,,,,1.21,,,,,,,,,,,,6856,6856,10.8,,,,,280,280,40,61.1
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2025,,864,864,33,11,,,0,131,7,154,57,2,,,1.34,99,31,28,20,20,15,30,21,21,19,10,,,4.43,,52.6,65.6,39.5,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2022,,,,74,37,,,,,,,,,,,2.95,,,,,,,,,,,,,,15.86,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2023,,,,125,68,,,,,,,,,,,1.44,,,,,,,,,,,,,,25.49,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2024,,,,110,52,,,,,,,,,,,0.85,,,,,,,,,,,,,,18.09,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2025,,,,79,33,,,,,,,,,,,1.17,,,,,,,,,,,,,,15.23,,,,,,,,
USC00422578,"EPHRAIM, UT US",2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,
